FullName,Email,Phone,TransactionType,Amount,TransactionDate,AccountType,Balance,OpeningDate,LoanAmount,LoanType,StartDate,EndDate,InterestRate
Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,deposit,81.21,12/01/2023,Credit,8439.15,05/11/2020,,,,,
Carly Mitchell,zachary24@example.org,(728)923-5061,deposit,152.49,19/12/2020,Checking,4092.25,26/09/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,deposit,296.87,04/10/2020,Savings,4846.99,24/08/2021,42684.76,Personal,15/01/2024,59:17.9,1.96
Brian Dillon,swilson@example.net,001-699-957-2129x33878,deposit,439.68,09/02/2019,Checking,176.64,22/04/2019,38994.49,Auto,24/12/2020,59:17.9,5.55
Danny Brown,michellearnold@example.org,824-606-7014x9045,deposit,111.24,02/04/2019,Savings,947.43,06/05/2022,12965.19,Mortgage,17/07/2022,59:17.9,7.43
Jamie Stone,derekhart@example.org,473.393.2625x19595,withdrawal,417.49,17/05/2023,Savings,5779.42,13/08/2020,27719.17,Mortgage,12/02/2022,59:17.9,1.54
Chad Jensen,ambertaylor@example.org,6576129629,deposit,164.26,17/07/2023,Savings,3999.07,11/10/2020,,,,,
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,21.61,03/10/2019,Credit,856.98,09/08/2021,26360.24,Auto,26/08/2020,59:17.9,2.89
Carly Mitchell,zachary24@example.org,(728)923-5061,deposit,382.29,08/10/2022,Savings,3506.26,04/12/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Jon Marshall,stacy20@example.com,001-608-454-5047x8890,withdrawal,431.9,02/06/2020,Credit,6517.51,30/08/2022,37452.32,Mortgage,26/08/2019,59:17.9,4.04
Carol Miller,yfisher@example.org,6088279027,withdrawal,314.26,07/06/2020,Savings,2470.66,06/10/2020,,,,,
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,436.82,03/04/2023,Checking,7987.97,30/08/2020,43727.85,Personal,25/07/2022,59:17.9,6.46
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,436.82,03/04/2023,Checking,7987.97,30/08/2020,19769.58,Personal,14/08/2020,59:17.9,6.15
Phillip Carr,nicole30@example.com,650-254-3916,withdrawal,436.82,03/04/2023,Checking,7987.97,30/08/2020,11336.16,Personal,12/05/2019,59:17.9,4.76
Charles Wise,campossarah@example.net,532.804.9131x538,withdrawal,400.98,12/02/2021,Credit,2920.84,03/12/2019,20109.87,Auto,30/06/2021,59:17.9,4.66
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,147.84,30/11/2022,Credit,4750.66,09/09/2022,15237,Mortgage,24/04/2022,59:17.9,2.48
Christopher Harvey,bryantsean@example.com,430-515-7566,withdrawal,147.84,30/11/2022,Credit,4750.66,09/09/2022,29065.5,Personal,03/04/2021,59:17.9,2.95
Sarah Green,lnelson@example.net,(390)584-3409x128,withdrawal,375.34,21/03/2020,Checking,4653.15,19/08/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
David Rasmussen,fburns@example.net,9347152436,deposit,99.94,17/03/2021,Checking,7244.31,10/04/2021,,,,,
Desiree Nelson,johnsonhaley@example.com,231.515.3313,withdrawal,303.8,13/02/2021,Checking,6389.31,28/04/2021,37664.6,Mortgage,21/12/2022,59:17.9,4.45
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,128.35,21/11/2021,Checking,3721.97,25/10/2022,33958.37,Auto,19/12/2022,59:17.9,5.2
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,128.35,21/11/2021,Checking,3721.97,25/10/2022,12021.11,Personal,22/03/2019,59:17.9,1.62
Evelyn Ward,paul13@example.org,(347)767-4187,withdrawal,128.35,21/11/2021,Checking,3721.97,25/10/2022,24333.16,Mortgage,17/10/2023,59:17.9,1.79
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,273.11,29/02/2020,Checking,6792,09/03/2022,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Eric Anderson,spencer16@example.com,851-945-5888,deposit,158.99,08/04/2019,Savings,5051.48,16/05/2022,,,,,
Laura Martinez,billy68@example.com,478.350.1644,deposit,397.28,07/11/2021,Savings,2344.76,17/01/2021,14765.02,Personal,22/05/2022,59:17.9,4.49
Laura Martinez,billy68@example.com,478.350.1644,deposit,397.28,07/11/2021,Savings,2344.76,17/01/2021,14372.77,Auto,18/10/2021,59:17.9,3.14
Laura Martinez,billy68@example.com,478.350.1644,deposit,397.28,07/11/2021,Savings,2344.76,17/01/2021,33774.39,Auto,28/03/2020,59:17.9,3.97
Peter Callahan,miranda13@example.org,-5276,withdrawal,286.12,03/04/2019,Credit,2355.97,29/06/2023,32850.56,Personal,24/11/2021,59:17.9,2.81
Brian Scott,marquezgeorge@example.org,001-925-602-1058x78333,deposit,172.5,31/03/2021,Savings,3935.69,29/04/2023,,,,,
Desiree Nelson,johnsonhaley@example.com,231.515.3313,withdrawal,107.07,07/07/2022,Credit,6047.23,02/08/2021,37664.6,Mortgage,21/12/2022,59:17.9,4.45
Shelby Smith,carolyn11@example.com,580.272.0301x65432,withdrawal,217.2,06/04/2023,Checking,9529.29,07/05/2023,,,,,
Ryan Alexander,loganjohn@example.org,900.377.1792x148,withdrawal,231.63,07/05/2022,Credit,3020.69,13/08/2019,18162.6,Personal,09/11/2023,59:17.9,2.12
Daniel Edwards,byoung@example.org,-8700,withdrawal,241.14,28/02/2023,Credit,1496.1,16/06/2021,34427.31,Mortgage,26/07/2022,59:17.9,4.02
Daniel Edwards,byoung@example.org,-8700,withdrawal,241.14,28/02/2023,Credit,1496.1,16/06/2021,17430.29,Auto,16/10/2023,59:17.9,2.8
Daniel Edwards,byoung@example.org,-8700,withdrawal,241.14,28/02/2023,Credit,1496.1,16/06/2021,14964.93,Auto,22/12/2020,59:17.9,5.33
Jennifer Powell,steven73@example.com,236-757-3372x60869,deposit,189.3,01/03/2019,Checking,3024.72,05/07/2019,42415.32,Mortgage,03/10/2020,59:17.9,1.81
Anthony Ray,desiree14@example.org,714-779-4050,deposit,383.33,18/09/2020,Checking,9940.6,16/05/2019,19635.04,Personal,02/08/2021,59:17.9,4.89
Anthony Ray,desiree14@example.org,714-779-4050,deposit,383.33,18/09/2020,Checking,9940.6,16/05/2019,42324.23,Mortgage,04/04/2023,59:17.9,5.25
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,443.16,01/04/2022,Savings,3506.26,04/12/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,401.33,01/04/2019,Checking,7104.71,20/04/2023,37877.78,Auto,29/05/2019,59:17.9,1.93
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,401.33,01/04/2019,Checking,7104.71,20/04/2023,11928.9,Personal,16/04/2020,59:17.9,3.05
Adam Mcgee,zwatkins@example.org,357-694-7359x5733,withdrawal,401.33,01/04/2019,Checking,7104.71,20/04/2023,22108.89,Personal,19/10/2022,59:17.9,6.6
Crystal George,james32@example.com,(934)652-9829,withdrawal,269.25,31/01/2021,Checking,9829.08,29/05/2022,19426.95,Auto,18/06/2021,59:17.9,7.29
Crystal George,james32@example.com,(934)652-9829,withdrawal,269.25,31/01/2021,Checking,9829.08,29/05/2022,13967.51,Mortgage,29/04/2023,59:17.9,6.27
Robert Mendez,evelynpatterson@example.org,759.294.8819,deposit,453.99,09/06/2019,Savings,1388.48,15/05/2020,,,,,
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,273.08,20/04/2023,Checking,8915.18,17/06/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Peter Callahan,miranda13@example.org,-5276,withdrawal,188.36,10/06/2021,Checking,6400.46,22/03/2021,32850.56,Personal,24/11/2021,59:17.9,2.81
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,206.1,27/02/2021,Savings,3506.26,04/12/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Jeremy Jacobs,fmartinez@example.org,001-331-228-0826x478,withdrawal,384.3,31/07/2020,Savings,4846.99,24/08/2021,42684.76,Personal,15/01/2024,59:17.9,1.96
Laura Martinez,billy68@example.com,478.350.1644,withdrawal,271.14,18/11/2023,Savings,2344.76,17/01/2021,14765.02,Personal,22/05/2022,59:17.9,4.49
Laura Martinez,billy68@example.com,478.350.1644,withdrawal,271.14,18/11/2023,Savings,2344.76,17/01/2021,14372.77,Auto,18/10/2021,59:17.9,3.14
Laura Martinez,billy68@example.com,478.350.1644,withdrawal,271.14,18/11/2023,Savings,2344.76,17/01/2021,33774.39,Auto,28/03/2020,59:17.9,3.97
Jamie Stone,derekhart@example.org,473.393.2625x19595,deposit,285.47,24/08/2020,Savings,5779.42,13/08/2020,27719.17,Mortgage,12/02/2022,59:17.9,1.54
Kayla Blair,hmcmillan@example.com,(500)245-2355,withdrawal,37.57,24/11/2020,Checking,9925.68,04/05/2020,,,,,
Chad Jensen,ambertaylor@example.org,6576129629,withdrawal,336.6,06/09/2021,Savings,3999.07,11/10/2020,,,,,
Daniel Wood,dylanlee@example.com,922.678.6492x265,withdrawal,367.04,19/03/2019,Savings,868.01,01/01/2023,37566.46,Personal,06/02/2022,59:17.9,6.78
Jason Martin,isabella87@example.com,+1-990-327-2307x7625,deposit,369.02,27/01/2024,Savings,4200.08,02/06/2023,8419.93,Personal,29/10/2021,59:17.9,4.1
Sabrina Juarez,patrick92@example.com,715-732-5572x27771,deposit,195.62,31/07/2020,Checking,5688.51,31/08/2020,26360.24,Auto,26/08/2020,59:17.9,2.89
Nicole Stevens,colliermichael@example.net,(324)854-4855x79170,deposit,198.72,22/11/2022,Credit,7251,18/11/2022,41996.16,Personal,19/02/2019,59:17.9,6.48
Nicole Stevens,colliermichael@example.net,(324)854-4855x79170,deposit,198.72,22/11/2022,Credit,7251,18/11/2022,48681.51,Mortgage,13/10/2021,59:17.9,3.28
Nicole Stevens,colliermichael@example.net,(324)854-4855x79170,deposit,198.72,22/11/2022,Credit,7251,18/11/2022,44785.92,Personal,25/06/2020,59:17.9,1.55
Robert Brown,andersonmason@example.net,+1-653-515-2636x153,withdrawal,245.28,01/06/2020,Savings,9772.03,30/07/2020,,,,,
Sarah Green,lnelson@example.net,(390)584-3409x128,withdrawal,230.88,10/07/2021,Checking,8915.18,17/06/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,withdrawal,82.92,01/07/2023,Checking,5910.76,02/04/2019,35885.02,Auto,06/10/2023,59:17.9,5.32
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,withdrawal,82.92,01/07/2023,Checking,5910.76,02/04/2019,39301.99,Mortgage,19/05/2019,59:17.9,7.19
Heather Williams,jefferylewis@example.net,+1-492-813-6179x03896,withdrawal,82.92,01/07/2023,Checking,5910.76,02/04/2019,10490.65,Auto,01/06/2023,59:17.9,2.46
Philip Huynh,bgraham@example.net,8058324167,withdrawal,20.74,01/11/2022,Checking,7140.83,23/09/2019,6815.56,Personal,19/02/2023,59:17.9,2.9
Philip Huynh,bgraham@example.net,8058324167,withdrawal,20.74,01/11/2022,Checking,7140.83,23/09/2019,15095.53,Auto,26/10/2021,59:17.9,4.58
Philip Huynh,bgraham@example.net,8058324167,withdrawal,20.74,01/11/2022,Checking,7140.83,23/09/2019,46561.79,Mortgage,21/10/2019,59:17.9,2.5
Philip Huynh,bgraham@example.net,8058324167,withdrawal,20.74,01/11/2022,Checking,7140.83,23/09/2019,33481.52,Personal,14/07/2023,59:17.9,5.06
Sarah Green,lnelson@example.net,(390)584-3409x128,deposit,160.14,29/09/2023,Checking,8915.18,17/06/2022,45034.48,Mortgage,04/10/2019,59:17.9,2.58
Daniel Edwards,byoung@example.org,-8700,withdrawal,233.02,18/08/2019,Credit,1496.1,16/06/2021,34427.31,Mortgage,26/07/2022,59:17.9,4.02
Daniel Edwards,byoung@example.org,-8700,withdrawal,233.02,18/08/2019,Credit,1496.1,16/06/2021,17430.29,Auto,16/10/2023,59:17.9,2.8
Daniel Edwards,byoung@example.org,-8700,withdrawal,233.02,18/08/2019,Credit,1496.1,16/06/2021,14964.93,Auto,22/12/2020,59:17.9,5.33
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,100.57,25/06/2023,Checking,9213.84,16/03/2023,38009.14,Personal,11/04/2023,59:17.9,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,100.57,25/06/2023,Checking,9213.84,16/03/2023,22725.99,Auto,11/07/2019,59:17.9,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,100.57,25/06/2023,Checking,9213.84,16/03/2023,8040.33,Mortgage,28/03/2019,59:17.9,6.4
Charles Wise,campossarah@example.net,532.804.9131x538,withdrawal,333.64,12/08/2023,Credit,2920.84,03/12/2019,20109.87,Auto,30/06/2021,59:17.9,4.66
Francisco Potter,joneschristine@example.org,(564)921-3755x708,deposit,301.47,16/07/2022,Credit,6992.14,08/03/2022,35115.06,Auto,01/09/2023,59:17.9,5.87
Linda Mendoza,lisaturner@example.net,(309)389-5448,deposit,393.86,14/04/2021,Checking,4796.91,15/11/2023,41497.68,Mortgage,31/07/2023,59:17.9,4.26
Linda Mendoza,lisaturner@example.net,(309)389-5448,deposit,393.86,14/04/2021,Checking,4796.91,15/11/2023,39458.35,Auto,05/11/2022,59:17.9,4.59
Linda Mendoza,lisaturner@example.net,(309)389-5448,deposit,393.86,14/04/2021,Checking,4796.91,15/11/2023,34275.16,Mortgage,27/05/2023,59:17.9,4.38
Jason Martin,isabella87@example.com,+1-990-327-2307x7625,withdrawal,327.13,26/04/2019,Savings,4200.08,02/06/2023,8419.93,Personal,29/10/2021,59:17.9,4.1
Ethan Walker,jessicashah@example.net,001-586-722-3937x922,deposit,207.68,18/10/2023,Credit,2299.16,29/11/2023,39189.96,Auto,30/07/2023,59:17.9,6.36
Eric Anderson,spencer16@example.com,851-945-5888,deposit,69.98,07/09/2020,Savings,5051.48,16/05/2022,,,,,
Carly Mitchell,zachary24@example.org,(728)923-5061,withdrawal,146.22,25/06/2019,Savings,3506.26,04/12/2019,8056.59,Mortgage,16/11/2019,59:17.9,7.33
Carol Miller,yfisher@example.org,6088279027,withdrawal,389.83,22/07/2019,Savings,2470.66,06/10/2020,,,,,
Evelyn Ward,paul13@example.org,(347)767-4187,deposit,279.09,09/06/2022,Checking,5674.38,13/08/2020,33958.37,Auto,19/12/2022,59:17.9,5.2
Evelyn Ward,paul13@example.org,(347)767-4187,deposit,279.09,09/06/2022,Checking,5674.38,13/08/2020,12021.11,Personal,22/03/2019,59:17.9,1.62
Evelyn Ward,paul13@example.org,(347)767-4187,deposit,279.09,09/06/2022,Checking,5674.38,13/08/2020,24333.16,Mortgage,17/10/2023,59:17.9,1.79
Jose Davis,adam18@example.com,001-372-794-0132x70818,withdrawal,457.32,12/10/2021,Checking,9908.2,19/07/2022,,,,,
Kim Stone,garrett28@example.org,001-668-236-9938,withdrawal,73.74,07/11/2019,Savings,6995.71,05/04/2019,,,,,
Ryan Alexander,loganjohn@example.org,900.377.1792x148,withdrawal,54.41,08/04/2019,Checking,4880.23,30/09/2020,18162.6,Personal,09/11/2023,59:17.9,2.12
Brian Dillon,swilson@example.net,001-699-957-2129x33878,withdrawal,55.73,31/12/2020,Checking,6267.88,01/01/2020,38994.49,Auto,24/12/2020,59:17.9,5.55
Tommy Brooks,burtonjames@example.com,(534)691-4906,withdrawal,160.37,01/01/2020,Savings,4315.64,09/04/2023,35994.71,Mortgage,03/09/2023,59:17.9,3.52
Anita Park,xpayne@example.net,806-211-4478x986,withdrawal,344.11,09/09/2022,Savings,3717.19,19/08/2019,,,,,
Richard Pearson,anthonyholloway@example.net,458.559.1555x601,withdrawal,376.87,09/05/2019,Credit,2920.52,09/12/2023,,,,,
Jason Bennett,joseph97@example.net,(632)674-7662x30858,withdrawal,267.72,10/08/2021,Savings,8380.64,24/11/2021,42355.47,Mortgage,23/02/2019,59:17.9,7.05
Jason Bennett,joseph97@example.net,(632)674-7662x30858,withdrawal,267.72,10/08/2021,Savings,8380.64,24/11/2021,35193.83,Mortgage,17/01/2021,59:17.9,1.85
Phillip Carr,nicole30@example.com,650-254-3916,deposit,314.01,21/08/2020,Credit,369.92,05/08/2022,43727.85,Personal,25/07/2022,59:17.9,6.46
Phillip Carr,nicole30@example.com,650-254-3916,deposit,314.01,21/08/2020,Credit,369.92,05/08/2022,19769.58,Personal,14/08/2020,59:17.9,6.15
Phillip Carr,nicole30@example.com,650-254-3916,deposit,314.01,21/08/2020,Credit,369.92,05/08/2022,11336.16,Personal,12/05/2019,59:17.9,4.76
Richard Adams,wurobert@example.com,381.345.0592x7366,withdrawal,419.19,06/04/2023,Checking,5238.53,11/06/2020,19985.5,Mortgage,24/06/2019,59:17.9,5.01
Valerie Cuevas,brookscrystal@example.org,760-896-1814x1067,deposit,468.99,15/02/2022,Savings,8330.83,23/01/2024,26282.21,Auto,09/01/2020,59:17.9,3.51
Valerie Cuevas,brookscrystal@example.org,760-896-1814x1067,deposit,468.99,15/02/2022,Savings,8330.83,23/01/2024,40432.8,Mortgage,18/10/2023,59:17.9,4.29
Valerie Cuevas,brookscrystal@example.org,760-896-1814x1067,deposit,468.99,15/02/2022,Savings,8330.83,23/01/2024,49124.49,Auto,05/11/2022,59:17.9,5.58
Cindy Armstrong,penningtonjohn@example.com,+1-690-266-8798x994,deposit,49.37,13/12/2023,Savings,824.41,21/09/2019,30356.38,Auto,01/06/2020,59:17.9,5.99
Daniel Wood,dylanlee@example.com,922.678.6492x265,withdrawal,180.31,18/04/2023,Savings,868.01,01/01/2023,37566.46,Personal,06/02/2022,59:17.9,6.78
Jesse Osborn,dennis81@example.org,(504)953-6008x457,deposit,443.22,07/02/2024,Credit,6487.53,18/09/2019,,,,,
Norman Lee,keithgarcia@example.org,-6164,deposit,475.03,21/12/2021,Checking,6463.29,07/10/2023,35911.84,Mortgage,15/02/2023,59:17.9,4
Norman Lee,keithgarcia@example.org,-6164,deposit,475.03,21/12/2021,Checking,6463.29,07/10/2023,14085.72,Personal,24/04/2019,59:17.9,2.96
Norman Lee,keithgarcia@example.org,-6164,deposit,475.03,21/12/2021,Checking,6463.29,07/10/2023,26011.89,Personal,11/01/2020,59:17.9,6.82
Jason Martin,isabella87@example.com,+1-990-327-2307x7625,deposit,298.15,20/09/2022,Savings,4200.08,02/06/2023,8419.93,Personal,29/10/2021,59:17.9,4.1
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,486.54,29/01/2024,Credit,8536.16,21/11/2021,13273.81,Auto,21/10/2019,59:17.9,4.37
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,486.54,29/01/2024,Credit,8536.16,21/11/2021,41527.61,Personal,04/09/2020,59:17.9,5.85
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,486.54,29/01/2024,Credit,8536.16,21/11/2021,15916.26,Mortgage,11/02/2021,59:17.9,6.87
Kevin Myers,millerjoan@example.net,(903)846-6313x6530,withdrawal,486.54,29/01/2024,Credit,8536.16,21/11/2021,46270.1,Personal,12/02/2023,59:17.9,6
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,214.98,28/01/2021,Checking,4000.76,17/09/2023,38009.14,Personal,11/04/2023,59:17.9,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,214.98,28/01/2021,Checking,4000.76,17/09/2023,22725.99,Auto,11/07/2019,59:17.9,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,deposit,214.98,28/01/2021,Checking,4000.76,17/09/2023,8040.33,Mortgage,28/03/2019,59:17.9,6.4
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,381.46,28/12/2022,Checking,4000.76,17/09/2023,38009.14,Personal,11/04/2023,59:17.9,5.8
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,381.46,28/12/2022,Checking,4000.76,17/09/2023,22725.99,Auto,11/07/2019,59:17.9,5.42
Sharon Dunn,hillemily@example.org,+1-257-930-5427x0665,withdrawal,381.46,28/12/2022,Checking,4000.76,17/09/2023,8040.33,Mortgage,28/03/2019,59:17.9,6.4
Daniel Edwards,byoung@example.org,-8700,deposit,455.92,22/09/2019,Credit,1496.1,16/06/2021,34427.31,Mortgage,26/07/2022,59:17.9,4.02
Daniel Edwards,byoung@example.org,-8700,deposit,455.92,22/09/2019,Credit,1496.1,16/06/2021,17430.29,Auto,16/10/2023,59:17.9,2.8
Daniel Edwards,byoung@example.org,-8700,deposit,455.92,22/09/2019,Credit,1496.1,16/06/2021,14964.93,Auto,22/12/2020,59:17.9,5.33
Anita Park,xpayne@example.net,806-211-4478x986,deposit,354.62,14/07/2023,Savings,3717.19,19/08/2019,,,,,
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,deposit,307.95,28/12/2020,Credit,5566.77,27/02/2022,7941.64,Mortgage,12/12/2023,59:17.9,2.2
Wesley Martinez,crystalnixon@example.net,001-686-732-8251x7846,deposit,307.95,28/12/2020,Credit,5566.77,27/02/2022,47272.64,Personal,06/04/2021,59:17.9,5.35
Anthony Moore,rosariokevin@example.org,(285)263-4804,withdrawal,349.73,04/06/2022,Checking,660.41,21/01/2024,32793.41,Auto,30/08/2020,59:17.9,3.97
Anthony Moore,rosariokevin@example.org,(285)263-4804,withdrawal,349.73,04/06/2022,Checking,660.41,21/01/2024,36341.34,Auto,29/05/2021,59:17.9,4.43
Anthony Moore,rosariokevin@example.org,(285)263-4804,withdrawal,349.73,04/06/2022,Checking,660.41,21/01/2024,49303.25,Mortgage,20/08/2020,59:17.9,3.12
Danny Brown,michellearnold@example.org,824-606-7014x9045,deposit,180.3,11/05/2019,Checking,2511.55,23/02/2023,12965.19,Mortgage,17/07/2022,59:17.9,7.43
Ryan Alexander,loganjohn@example.org,900.377.1792x148,withdrawal,44.05,29/03/2022,Checking,4880.23,30/09/2020,18162.6,Personal,09/11/2023,59:17.9,2.12
David Rasmussen,fburns@example.net,9347152436,withdrawal,249.22,27/04/2021,Checking,1099.34,08/02/2020,,,,,
Robert Brown,andersonmason@example.net,+1-653-515-2636x153,deposit,372.74,06/03/2022,Savings,9772.03,30/07/2020,,,,,
Eric Anderson,spencer16@example.com,851-945-5888,withdrawal,496.59,26/05/2019,Savings,3308.76,02/09/2019,,,,,
Desiree Nelson,johnsonhaley@example.com,231.515.3313,withdrawal,465.77,04/05/2019,Credit,4170.83,25/11/2020,37664.6,Mortgage,21/12/2022,59:17.9,4.45
Tammy Miller,lisa91@example.org,313-560-8671x236,withdrawal,42.19,04/03/2020,Savings,4866.98,21/06/2019,48052.8,Auto,03/10/2023,59:17.9,4.42
Tammy Miller,lisa91@example.org,313-560-8671x236,withdrawal,42.19,04/03/2020,Savings,4866.98,21/06/2019,14654.12,Mortgage,30/12/2022,59:17.9,6.76
Tammy Miller,lisa91@example.org,313-560-8671x236,withdrawal,42.19,04/03/2020,Savings,4866.98,21/06/2019,8884.16,Personal,12/12/2021,59:17.9,5.5
Tammy Miller,lisa91@example.org,313-560-8671x236,withdrawal,42.19,04/03/2020,Savings,4866.98,21/06/2019,12128.43,Mortgage,06/04/2019,59:17.9,4.82
Tammy Miller,lisa91@example.org,313-560-8671x236,withdrawal,42.19,04/03/2020,Savings,4866.98,21/06/2019,42022.33,Personal,24/04/2019,59:17.9,3.35
Tammy Miller,lisa91@example.org,313-560-8671x236,withdrawal,42.19,04/03/2020,Savings,4866.98,21/06/2019,42162.58,Personal,21/06/2021,59:17.9,1.54
Martha Smith,darlenegoodwin@example.net,+1-665-427-6242x5731,withdrawal,149.9,27/05/2022,Credit,8439.15,05/11/2020,,,,,
Eric Anderson,spencer16@example.com,851-945-5888,withdrawal,298.12,28/02/2020,Savings,3308.76,02/09/2019,,,,,
Jose Davis,adam18@example.com,001-372-794-0132x70818,deposit,460.47,02/03/2022,Checking,9908.2,19/07/2022,,,,,
Jasmin Palmer,lucascharles@example.com,827.703.9796x89557,withdrawal,143.86,22/11/2021,Credit,2371.32,06/07/2023,,,,,
Anthony Moore,rosariokevin@example.org,(285)263-4804,deposit,304.73,31/03/2020,Checking,660.41,21/01/2024,32793.41,Auto,30/08/2020,59:17.9,3.97
